,연료원,지역세부구분,거래일,기온(°C),습도(%),일조(hr),시간,전력거래량(단위 : MWh)
13703,태양광,광주시,2019-07-25,26.9,94.0,0.0,23,0.1764
13704,태양광,광주시,2019-07-26,26.8,94.0,0.0,0,0.18672
13705,태양광,광주시,2019-07-26,26.7,94.0,0.0,1,0.15024
13706,태양광,광주시,2019-07-26,26.5,94.0,0.0,2,0.0
13707,태양광,광주시,2019-07-26,26.5,94.0,0.0,3,0.0
13708,태양광,광주시,2019-07-26,26.5,93.0,0.0,4,0.0
13709,태양광,광주시,2019-07-26,26.6,92.0,0.0,5,0.007492
13710,태양광,광주시,2019-07-26,26.6,93.0,0.0,6,0.497456
13711,태양광,광주시,2019-07-26,26.7,93.0,0.0,7,2.506308
13712,태양광,광주시,2019-07-26,27.2,91.0,0.0,8,6.352562
13713,태양광,광주시,2019-07-26,28.2,85.0,0.1,9,8.733749
13714,태양광,광주시,2019-07-26,28.0,90.0,0.0,10,15.199319
13715,태양광,광주시,2019-07-26,29.4,82.0,0.1,11,11.845667
13716,태양광,광주시,2019-07-26,29.0,82.0,0.0,12,8.837655
13717,태양광,광주시,2019-07-26,29.7,77.0,0.1,13,7.866659
13718,태양광,광주시,2019-07-26,29.6,78.0,0.0,14,8.067914
13719,태양광,광주시,2019-07-26,29.4,80.0,0.0,15,4.417007
13720,태양광,광주시,2019-07-26,29.3,81.0,0.0,16,2.299606
13721,태양광,광주시,2019-07-26,28.5,90.0,0.0,17,1.068452
13722,태양광,광주시,2019-07-26,27.3,95.0,0.0,18,1.40428
13723,태양광,광주시,2019-07-26,26.2,99.0,0.0,19,0.744704
13724,태양광,광주시,2019-07-26,25.8,99.0,0.0,20,0.498
13725,태양광,광주시,2019-07-26,26.1,99.0,0.0,21,0.27312
13726,태양광,광주시,2019-07-26,25.9,99.0,0.0,22,0.17616
13727,태양광,광주시,2019-07-26,26.0,98.0,0.0,23,0.17616
13728,태양광,광주시,2019-07-27,25.8,98.0,0.0,0,0.17616
13729,태양광,광주시,2019-07-27,25.4,99.0,0.0,1,0.0036
13730,태양광,광주시,2019-07-27,25.5,99.0,0.0,2,0.0
13731,태양광,광주시,2019-07-27,25.4,99.0,0.0,3,0.0
13732,태양광,광주시,2019-07-27,25.2,99.0,0.0,4,0.0
13733,태양광,광주시,2019-07-27,25.2,99.0,0.0,5,0.0
13734,태양광,광주시,2019-07-27,25.3,99.0,0.0,6,0.126368
13735,태양광,광주시,2019-07-27,25.5,99.0,0.0,7,0.318276
13736,태양광,광주시,2019-07-27,25.1,99.0,0.0,8,1.44358
13737,태양광,광주시,2019-07-27,25.5,99.0,0.0,9,2.146952
13738,태양광,광주시,2019-07-27,25.6,99.0,0.0,10,3.872223
13739,태양광,광주시,2019-07-27,26.4,99.0,0.0,11,5.827934
13740,태양광,광주시,2019-07-27,26.1,98.0,0.0,12,5.337933
13741,태양광,광주시,2019-07-27,26.6,97.0,0.0,13,2.76129
13742,태양광,광주시,2019-07-27,26.3,97.0,0.0,14,10.949019
13743,태양광,광주시,2019-07-27,27.3,97.0,0.0,15,7.169757
13744,태양광,광주시,2019-07-27,27.7,96.0,0.0,16,5.448248
13745,태양광,광주시,2019-07-27,27.6,95.0,0.1,17,2.388391
13746,태양광,광주시,2019-07-27,27.4,96.0,0.0,18,1.505602
13747,태양광,광주시,2019-07-27,27.1,96.0,0.0,19,0.223987
13748,태양광,광주시,2019-07-27,27.0,97.0,0.0,20,0.16968
13749,태양광,광주시,2019-07-27,27.1,96.0,0.0,21,0.17616
13750,태양광,광주시,2019-07-27,27.1,95.0,0.0,22,0.16248
13751,태양광,광주시,2019-07-27,26.9,95.0,0.0,23,0.0
13752,태양광,광주시,2019-07-28,26.9,96.0,0.0,0,0.0
13753,태양광,광주시,2019-07-28,26.8,96.0,0.0,1,0.0
13754,태양광,광주시,2019-07-28,26.7,96.0,0.0,2,0.0
13755,태양광,광주시,2019-07-28,26.8,95.0,0.0,3,0.0
13756,태양광,광주시,2019-07-28,26.9,93.0,0.0,4,0.0
13757,태양광,광주시,2019-07-28,26.8,94.0,0.0,5,0.00054
13758,태양광,광주시,2019-07-28,26.4,95.0,0.0,6,0.232532
13759,태양광,광주시,2019-07-28,25.1,98.0,0.0,7,0.794492
13760,태양광,광주시,2019-07-28,24.9,99.0,0.0,8,1.772398
13761,태양광,광주시,2019-07-28,25.6,99.0,0.0,9,3.956763
13762,태양광,광주시,2019-07-28,26.5,97.0,0.0,10,7.393399
13763,태양광,광주시,2019-07-28,27.7,94.0,0.0,11,11.818177
13764,태양광,광주시,2019-07-28,28.4,89.0,0.0,12,10.322734
13765,태양광,광주시,2019-07-28,27.8,87.0,0.0,13,7.705703
13766,태양광,광주시,2019-07-28,27.6,91.0,0.0,14,11.465243
13767,태양광,광주시,2019-07-28,29.0,87.0,0.1,15,14.216549
13768,태양광,광주시,2019-07-28,29.1,87.0,0.4,16,11.832746
13769,태양광,광주시,2019-07-28,29.1,88.0,0.3,17,8.763074
13770,태양광,광주시,2019-07-28,27.5,94.0,0.2,18,5.235727
13771,태양광,광주시,2019-07-28,28.1,90.0,0.3,19,1.509133
13772,태양광,광주시,2019-07-28,27.4,94.0,0.0,20,0.7176
13773,태양광,광주시,2019-07-28,27.1,93.0,0.0,21,0.31056
13774,태양광,광주시,2019-07-28,26.7,92.0,0.0,22,0.17616
13775,태양광,광주시,2019-07-28,26.3,94.0,0.0,23,0.17616
13776,태양광,광주시,2019-07-29,26.2,94.0,0.0,0,0.17616
13777,태양광,광주시,2019-07-29,25.8,94.0,0.0,1,0.13992
13778,태양광,광주시,2019-07-29,25.7,95.0,0.0,2,0.0
13779,태양광,광주시,2019-07-29,25.9,94.0,0.0,3,0.0
13780,태양광,광주시,2019-07-29,25.7,94.0,0.0,4,0.0
13781,태양광,광주시,2019-07-29,25.5,95.0,0.0,5,0.0184
13782,태양광,광주시,2019-07-29,25.6,94.0,0.0,6,1.653562
13783,태양광,광주시,2019-07-29,26.0,93.0,0.9,7,7.928659
13784,태양광,광주시,2019-07-29,27.2,85.0,1.0,8,17.120924
13785,태양광,광주시,2019-07-29,28.3,79.0,1.0,9,21.900033
13786,태양광,광주시,2019-07-29,28.7,78.0,0.9,10,20.724364
13787,태양광,광주시,2019-07-29,29.4,76.0,0.9,11,23.424513
13788,태양광,광주시,2019-07-29,30.5,72.0,0.9,12,24.534588
13789,태양광,광주시,2019-07-29,30.7,69.0,0.8,13,28.319005
13790,태양광,광주시,2019-07-29,31.2,69.0,1.0,14,30.066907
13791,태양광,광주시,2019-07-29,31.3,58.0,1.0,15,25.559052
13792,태양광,광주시,2019-07-29,31.4,64.0,1.0,16,20.217623
13793,태양광,광주시,2019-07-29,31.1,61.0,1.0,17,12.729152
13794,태양광,광주시,2019-07-29,30.4,71.0,1.0,18,6.740087
13795,태양광,광주시,2019-07-29,29.3,76.0,1.0,19,2.818048
13796,태양광,광주시,2019-07-29,28.1,83.0,0.2,20,1.0408
13797,태양광,광주시,2019-07-29,27.8,86.0,0.0,21,0.34238
13798,태양광,광주시,2019-07-29,27.7,85.0,0.0,22,0.02712
13799,태양광,광주시,2019-07-29,26.7,90.0,0.0,23,0.0
13800,태양광,광주시,2019-07-30,26.3,91.0,0.0,0,0.00384
13801,태양광,광주시,2019-07-30,26.1,93.0,0.0,1,0.0
13802,태양광,광주시,2019-07-30,25.9,95.0,0.0,2,0.0
13803,태양광,광주시,2019-07-30,26.1,94.0,0.0,3,0.0
13804,태양광,광주시,2019-07-30,26.4,92.0,0.0,4,0.0
13805,태양광,광주시,2019-07-30,26.3,93.0,0.0,5,0.000636
13806,태양광,광주시,2019-07-30,26.3,92.0,0.0,6,0.487668
13807,태양광,광주시,2019-07-30,26.5,92.0,0.1,7,3.325307
13808,태양광,광주시,2019-07-30,27.3,88.0,0.1,8,8.568713
13809,태양광,광주시,2019-07-30,28.1,86.0,0.2,9,13.709867
13810,태양광,광주시,2019-07-30,29.7,82.0,0.7,10,17.321763
13811,태양광,광주시,2019-07-30,29.8,83.0,0.5,11,25.509546
13812,태양광,광주시,2019-07-30,31.0,77.0,0.9,12,27.169279
13813,태양광,광주시,2019-07-30,30.5,73.0,0.8,13,27.068957
13814,태양광,광주시,2019-07-30,31.5,73.0,0.7,14,23.837913
13815,태양광,광주시,2019-07-30,31.1,73.0,0.9,15,21.952784
13816,태양광,광주시,2019-07-30,31.4,74.0,0.9,16,16.482701
13817,태양광,광주시,2019-07-30,31.2,69.0,1.0,17,9.918044
13818,태양광,광주시,2019-07-30,29.4,80.0,0.9,18,5.727507
13819,태양광,광주시,2019-07-30,28.9,84.0,1.0,19,2.592423
13820,태양광,광주시,2019-07-30,28.2,87.0,0.2,20,0.99188
13821,태양광,광주시,2019-07-30,27.9,91.0,0.0,21,0.3262
13822,태양광,광주시,2019-07-30,28.0,83.0,0.0,22,0.02336
13823,태양광,광주시,2019-07-30,27.7,86.0,0.0,23,0.0
13824,태양광,광주시,2019-07-31,27.6,88.0,0.0,0,0.0
13825,태양광,광주시,2019-07-31,27.3,89.0,0.0,1,0.0
13826,태양광,광주시,2019-07-31,27.0,90.0,0.0,2,0.0
13827,태양광,광주시,2019-07-31,26.8,93.0,0.0,3,0.0
13828,태양광,광주시,2019-07-31,26.8,93.0,0.0,4,0.0
13829,태양광,광주시,2019-07-31,27.0,92.0,0.0,5,0.00092
13830,태양광,광주시,2019-07-31,26.8,93.0,0.0,6,1.291499
13831,태양광,광주시,2019-07-31,27.1,92.0,0.2,7,5.418461
13832,태양광,광주시,2019-07-31,27.7,89.0,0.1,8,9.771282
13833,태양광,광주시,2019-07-31,28.6,86.0,0.3,9,15.135019
13834,태양광,광주시,2019-07-31,29.1,86.0,0.5,10,22.292992
13835,태양광,광주시,2019-07-31,30.6,77.0,0.9,11,27.119579
13836,태양광,광주시,2019-07-31,31.4,72.0,1.0,12,27.002751
13837,태양광,광주시,2019-07-31,31.9,69.0,0.9,13,24.821774
13838,태양광,광주시,2019-07-31,32.3,67.0,1.0,14,21.373525
13839,태양광,광주시,2019-07-31,31.6,70.0,0.9,15,15.432776
13840,태양광,광주시,2019-07-31,31.0,71.0,0.6,16,14.460152
13841,태양광,광주시,2019-07-31,31.4,71.0,0.8,17,9.429574
13842,태양광,광주시,2019-07-31,31.2,73.0,0.9,18,5.532192
13843,태양광,광주시,2019-07-31,30.0,70.0,1.0,19,2.493863
13844,태양광,광주시,2019-07-31,28.8,83.0,0.1,20,0.86048
13845,태양광,광주시,2019-07-31,28.3,83.0,0.0,21,0.30248
13846,태양광,광주시,2019-07-31,27.5,87.0,0.0,22,0.00952
13847,태양광,광주시,2019-07-31,26.7,94.0,0.0,23,0.0
13848,태양광,광주시,2019-08-01,26.9,94.0,0.0,0,0.0
13849,태양광,광주시,2019-08-01,26.6,93.0,0.0,1,0.0
13850,태양광,광주시,2019-08-01,26.0,95.0,0.0,2,0.0
13851,태양광,광주시,2019-08-01,26.3,94.0,0.0,3,0.0
13852,태양광,광주시,2019-08-01,26.1,95.0,0.0,4,0.0
13853,태양광,광주시,2019-08-01,25.3,96.0,0.0,5,0.006172
13854,태양광,광주시,2019-08-01,25.2,96.0,0.0,6,1.333771
13855,태양광,광주시,2019-08-01,25.9,95.0,0.2,7,6.631816
13856,태양광,광주시,2019-08-01,27.4,91.0,0.1,8,14.780481
13857,태양광,광주시,2019-08-01,28.4,87.0,0.3,9,21.613472
13858,태양광,광주시,2019-08-01,29.3,76.0,0.5,10,24.148524
13859,태양광,광주시,2019-08-01,30.6,69.0,0.9,11,27.012879
13860,태양광,광주시,2019-08-01,31.7,64.0,1.0,12,29.176311
13861,태양광,광주시,2019-08-01,32.5,54.0,0.9,13,29.126247
13862,태양광,광주시,2019-08-01,33.7,58.0,1.0,14,28.446263
13863,태양광,광주시,2019-08-01,34.0,56.0,0.9,15,25.421858
13864,태양광,광주시,2019-08-01,34.5,48.0,0.6,16,18.813055
13865,태양광,광주시,2019-08-01,33.6,53.0,0.8,17,12.10821
13866,태양광,광주시,2019-08-01,30.9,73.0,0.9,18,6.361328
13867,태양광,광주시,2019-08-01,30.1,79.0,1.0,19,2.59911
13868,태양광,광주시,2019-08-01,29.6,81.0,0.1,20,0.92252
13869,태양광,광주시,2019-08-01,29.1,85.0,0.0,21,0.32472
13870,태양광,광주시,2019-08-01,28.4,87.0,0.0,22,0.02848
13871,태양광,광주시,2019-08-01,27.9,90.0,0.0,23,0.0
13872,태양광,광주시,2019-08-02,27.8,87.0,0.0,0,0.0
13873,태양광,광주시,2019-08-02,27.6,84.0,0.0,1,0.0
13874,태양광,광주시,2019-08-02,27.1,86.0,0.0,2,0.0
13875,태양광,광주시,2019-08-02,27.0,94.0,0.0,3,0.0
13876,태양광,광주시,2019-08-02,26.4,95.0,0.0,4,0.0
13877,태양광,광주시,2019-08-02,25.8,97.0,0.0,5,0.003888
13878,태양광,광주시,2019-08-02,25.7,96.0,0.0,6,1.406914
13879,태양광,광주시,2019-08-02,26.3,94.0,0.5,7,7.904722
13880,태양광,광주시,2019-08-02,28.0,82.0,1.0,8,16.897025
13881,태양광,광주시,2019-08-02,29.5,72.0,1.0,9,24.118984
13882,태양광,광주시,2019-08-02,30.8,65.0,1.0,10,26.45306
13883,태양광,광주시,2019-08-02,31.3,63.0,0.9,11,27.625575
13884,태양광,광주시,2019-08-02,30.6,70.0,0.7,12,26.079322
13885,태양광,광주시,2019-08-02,31.8,66.0,0.5,13,24.695045
13886,태양광,광주시,2019-08-02,33.5,62.0,0.7,14,23.564978
13887,태양광,광주시,2019-08-02,33.5,57.0,0.9,15,23.010697
13888,태양광,광주시,2019-08-02,33.7,56.0,0.6,16,15.776076
13889,태양광,광주시,2019-08-02,32.9,60.0,0.0,17,9.38991
13890,태양광,광주시,2019-08-02,31.6,70.0,0.2,18,5.245834
13891,태양광,광주시,2019-08-02,30.6,76.0,0.7,19,2.516964
13892,태양광,광주시,2019-08-02,29.6,80.0,0.0,20,0.8878
13893,태양광,광주시,2019-08-02,28.4,84.0,0.0,21,0.33064
13894,태양광,광주시,2019-08-02,28.2,82.0,0.0,22,0.01816
13895,태양광,광주시,2019-08-02,28.0,83.0,0.0,23,0.0
13896,태양광,광주시,2019-08-03,27.7,84.0,0.0,0,0.0
13897,태양광,광주시,2019-08-03,27.2,87.0,0.0,1,0.0
13898,태양광,광주시,2019-08-03,27.0,94.0,0.0,2,0.0
13899,태양광,광주시,2019-08-03,26.0,96.0,0.0,3,0.0
13900,태양광,광주시,2019-08-03,26.1,95.0,0.0,4,0.0
13901,태양광,광주시,2019-08-03,26.1,95.0,0.0,5,0.00448
13902,태양광,광주시,2019-08-03,25.7,95.0,0.0,6,1.403586
13903,태양광,광주시,2019-08-03,26.0,95.0,0.3,7,7.145443
13904,태양광,광주시,2019-08-03,27.7,90.0,0.5,8,13.006748
13905,태양광,광주시,2019-08-03,29.0,79.0,0.9,9,21.750552
13906,태양광,광주시,2019-08-03,30.2,73.0,1.0,10,25.518575
13907,태양광,광주시,2019-08-03,31.8,66.0,1.0,11,25.293616
13908,태양광,광주시,2019-08-03,32.3,69.0,0.5,12,25.402321
13909,태양광,광주시,2019-08-03,33.0,62.0,0.8,13,24.956217
13910,태양광,광주시,2019-08-03,32.4,64.0,0.2,14,23.545839
13911,태양광,광주시,2019-08-03,34.3,56.0,0.7,15,19.980726
13912,태양광,광주시,2019-08-03,33.7,51.0,1.0,16,12.199408
13913,태양광,광주시,2019-08-03,33.2,53.0,1.0,17,9.607761
13914,태양광,광주시,2019-08-03,32.1,55.0,0.3,18,4.774408
13915,태양광,광주시,2019-08-03,31.4,56.0,0.0,19,2.151523
13916,태양광,광주시,2019-08-03,30.4,65.0,0.0,20,0.86932
13917,태양광,광주시,2019-08-03,29.6,75.0,0.0,21,0.30916
13918,태양광,광주시,2019-08-03,29.0,74.0,0.0,22,0.00272
13919,태양광,광주시,2019-08-03,28.5,77.0,0.0,23,0.0
13920,태양광,광주시,2019-08-04,28.0,80.0,0.0,0,0.0122
13921,태양광,광주시,2019-08-04,27.3,84.0,0.0,1,0.0
13922,태양광,광주시,2019-08-04,26.8,89.0,0.0,2,0.0
13923,태양광,광주시,2019-08-04,26.6,92.0,0.0,3,0.0
13924,태양광,광주시,2019-08-04,26.1,93.0,0.0,4,0.0
13925,태양광,광주시,2019-08-04,25.3,95.0,0.0,5,0.008
13926,태양광,광주시,2019-08-04,25.4,95.0,0.0,6,1.537325
13927,태양광,광주시,2019-08-04,25.9,94.0,0.4,7,7.047693
13928,태양광,광주시,2019-08-04,27.4,89.0,0.8,8,14.321233
13929,태양광,광주시,2019-08-04,28.9,80.0,0.9,9,22.621165
13930,태양광,광주시,2019-08-04,30.1,70.0,1.0,10,26.632779
13931,태양광,광주시,2019-08-04,30.7,66.0,0.8,11,25.473421
13932,태양광,광주시,2019-08-04,32.7,62.0,0.7,12,23.088095
13933,태양광,광주시,2019-08-04,32.1,58.0,0.7,13,24.579076
13934,태양광,광주시,2019-08-04,34.6,55.0,0.8,14,26.196918
13935,태양광,광주시,2019-08-04,34.4,49.0,1.0,15,23.264971
13936,태양광,광주시,2019-08-04,33.3,53.0,0.9,16,15.377363
13937,태양광,광주시,2019-08-04,33.4,58.0,0.7,17,8.64363
13938,태양광,광주시,2019-08-04,32.5,59.0,0.9,18,4.954608
13939,태양광,광주시,2019-08-04,31.1,73.0,0.4,19,2.001115
13940,태양광,광주시,2019-08-04,29.6,81.0,0.0,20,0.58898
13941,태양광,광주시,2019-08-04,29.3,82.0,0.0,21,0.20344
13942,태양광,광주시,2019-08-04,28.4,81.0,0.0,22,0.01984
13943,태양광,광주시,2019-08-04,27.8,80.0,0.0,23,0.0
13944,태양광,광주시,2019-08-05,27.8,79.0,0.0,0,0.00576
13945,태양광,광주시,2019-08-05,27.5,79.0,0.0,1,0.0
13946,태양광,광주시,2019-08-05,26.8,85.0,0.0,2,0.0
13947,태양광,광주시,2019-08-05,26.8,83.0,0.0,3,0.0
13948,태양광,광주시,2019-08-05,26.4,93.0,0.0,4,0.0
13949,태양광,광주시,2019-08-05,25.8,95.0,0.0,5,0.007228
13950,태양광,광주시,2019-08-05,25.7,95.0,0.0,6,1.449639
13951,태양광,광주시,2019-08-05,26.3,95.0,0.5,7,7.055185
13952,태양광,광주시,2019-08-05,28.0,85.0,1.0,8,15.530286
13953,태양광,광주시,2019-08-05,29.0,73.0,1.0,9,23.136439
13954,태양광,광주시,2019-08-05,30.7,68.0,1.0,10,26.239683
13955,태양광,광주시,2019-08-05,32.1,64.0,1.0,11,23.67623
13956,태양광,광주시,2019-08-05,31.7,68.0,0.3,12,22.786539
13957,태양광,광주시,2019-08-05,32.3,65.0,0.3,13,23.609871
13958,태양광,광주시,2019-08-05,33.3,64.0,0.4,14,20.994489
13959,태양광,광주시,2019-08-05,32.0,62.0,0.4,15,16.736598
13960,태양광,광주시,2019-08-05,34.4,57.0,0.6,16,13.745522
13961,태양광,광주시,2019-08-05,34.2,57.0,1.0,17,11.073031
13962,태양광,광주시,2019-08-05,32.2,68.0,0.0,18,4.053967
13963,태양광,광주시,2019-08-05,30.9,78.0,0.0,19,1.624317
13964,태양광,광주시,2019-08-05,30.1,79.0,0.0,20,0.85222
13965,태양광,광주시,2019-08-05,29.3,84.0,0.0,21,0.38148
13966,태양광,광주시,2019-08-05,28.8,91.0,0.0,22,0.17616
13967,태양광,광주시,2019-08-05,28.0,93.0,0.0,23,0.17616
13968,태양광,광주시,2019-08-06,27.4,95.0,0.0,0,0.1836
13969,태양광,광주시,2019-08-06,27.3,95.0,0.0,1,0.01992
13970,태양광,광주시,2019-08-06,27.3,95.0,0.0,2,0.0
13971,태양광,광주시,2019-08-06,27.0,96.0,0.0,3,0.0
13972,태양광,광주시,2019-08-06,26.7,97.0,0.0,4,0.0
13973,태양광,광주시,2019-08-06,26.1,97.0,0.0,5,0.002564
13974,태양광,광주시,2019-08-06,26.3,96.0,0.0,6,1.300684
13975,태양광,광주시,2019-08-06,26.8,88.0,0.6,7,7.009497
13976,태양광,광주시,2019-08-06,28.0,69.0,1.0,8,15.506226
13977,태양광,광주시,2019-08-06,28.7,63.0,1.0,9,20.808813
13978,태양광,광주시,2019-08-06,29.8,61.0,1.0,10,25.180999
13979,태양광,광주시,2019-08-06,31.3,62.0,1.0,11,25.924576
13980,태양광,광주시,2019-08-06,31.9,58.0,0.9,12,26.760088
13981,태양광,광주시,2019-08-06,32.3,59.0,0.9,13,26.583
13982,태양광,광주시,2019-08-06,32.9,60.0,0.9,14,20.60105
13983,태양광,광주시,2019-08-06,31.6,61.0,0.5,15,20.458143
13984,태양광,광주시,2019-08-06,31.5,59.0,0.7,16,13.462867
13985,태양광,광주시,2019-08-06,30.7,61.0,0.1,17,6.015082
13986,태양광,광주시,2019-08-06,30.2,63.0,0.0,18,4.195926
13987,태양광,광주시,2019-08-06,29.7,66.0,0.0,19,2.356259
13988,태양광,광주시,2019-08-06,29.4,68.0,0.0,20,0.88112
13989,태양광,광주시,2019-08-06,28.9,73.0,0.0,21,0.36684
13990,태양광,광주시,2019-08-06,28.8,72.0,0.0,22,0.0508
13991,태양광,광주시,2019-08-06,28.7,72.0,0.0,23,0.13032
13992,태양광,광주시,2019-08-07,27.4,91.0,0.0,0,0.18288
13993,태양광,광주시,2019-08-07,27.0,94.0,0.0,1,0.17616
13994,태양광,광주시,2019-08-07,26.8,94.0,0.0,2,0.00552
13995,태양광,광주시,2019-08-07,26.6,94.0,0.0,3,0.0
13996,태양광,광주시,2019-08-07,25.8,96.0,0.0,4,0.0
13997,태양광,광주시,2019-08-07,25.7,95.0,0.0,5,0.000388
13998,태양광,광주시,2019-08-07,25.6,95.0,0.0,6,0.757232
13999,태양광,광주시,2019-08-07,25.8,95.0,0.0,7,4.87726
14000,태양광,광주시,2019-08-07,27.2,90.0,0.3,8,12.598046
14001,태양광,광주시,2019-08-07,28.1,81.0,0.5,9,21.373674
14002,태양광,광주시,2019-08-07,29.8,75.0,1.0,10,24.883434
14003,태양광,광주시,2019-08-07,30.6,71.0,1.0,11,24.152487
14004,태양광,광주시,2019-08-07,31.4,70.0,0.9,12,27.13918
14005,태양광,광주시,2019-08-07,32.7,65.0,0.9,13,24.216087
14006,태양광,광주시,2019-08-07,33.0,64.0,0.8,14,20.417072
14007,태양광,광주시,2019-08-07,32.7,59.0,0.8,15,22.14257
14008,태양광,광주시,2019-08-07,33.5,63.0,0.6,16,18.310455
14009,태양광,광주시,2019-08-07,32.1,61.0,0.8,17,14.235697
14010,태양광,광주시,2019-08-07,30.8,69.0,0.5,18,5.91108
14011,태양광,광주시,2019-08-07,29.4,76.0,0.1,19,2.489517
14012,태양광,광주시,2019-08-07,28.7,82.0,0.0,20,0.87102
14013,태양광,광주시,2019-08-07,28.6,84.0,0.0,21,0.277
14014,태양광,광주시,2019-08-07,28.5,84.0,0.0,22,0.15088
14015,태양광,광주시,2019-08-07,28.3,85.0,0.0,23,0.01728
14016,태양광,광주시,2019-08-08,27.8,88.0,0.0,0,0.00768
14017,태양광,광주시,2019-08-08,27.1,92.0,0.0,1,0.0
14018,태양광,광주시,2019-08-08,26.6,91.0,0.0,2,0.0
14019,태양광,광주시,2019-08-08,26.9,91.0,0.0,3,0.0
14020,태양광,광주시,2019-08-08,26.7,92.0,0.0,4,0.0
14021,태양광,광주시,2019-08-08,26.7,89.0,0.0,5,0.000704
14022,태양광,광주시,2019-08-08,26.2,91.0,0.0,6,0.866578
14023,태양광,광주시,2019-08-08,26.5,91.0,0.4,7,6.669278
14024,태양광,광주시,2019-08-08,28.2,80.0,1.0,8,11.843107
14025,태양광,광주시,2019-08-08,28.6,84.0,0.4,9,16.411749
14026,태양광,광주시,2019-08-08,30.1,77.0,0.3,10,20.982016
14027,태양광,광주시,2019-08-08,31.0,74.0,0.4,11,22.827725
14028,태양광,광주시,2019-08-08,31.4,69.0,0.5,12,20.458724
14029,태양광,광주시,2019-08-08,32.4,62.0,0.6,13,14.064541
14030,태양광,광주시,2019-08-08,31.6,62.0,0.4,14,11.926377
14031,태양광,광주시,2019-08-08,30.1,79.0,0.1,15,19.02642
14032,태양광,광주시,2019-08-08,31.2,71.0,0.5,16,14.215336
14033,태양광,광주시,2019-08-08,30.8,71.0,0.5,17,6.269575
14034,태양광,광주시,2019-08-08,30.5,70.0,0.1,18,4.29386
14035,태양광,광주시,2019-08-08,28.5,86.0,0.0,19,1.510948
14036,태양광,광주시,2019-08-08,28.6,78.0,0.0,20,0.7873
14037,태양광,광주시,2019-08-08,28.0,80.0,0.0,21,0.33984
14038,태양광,광주시,2019-08-08,27.7,89.0,0.0,22,0.17616
14039,태양광,광주시,2019-08-08,27.1,91.0,0.0,23,0.17592
14040,태양광,광주시,2019-08-09,27.2,95.0,0.0,0,0.18192
14041,태양광,광주시,2019-08-09,26.5,96.0,0.0,1,0.17616
14042,태양광,광주시,2019-08-09,26.3,93.0,0.0,2,0.00552
14043,태양광,광주시,2019-08-09,26.0,94.0,0.0,3,0.0
14044,태양광,광주시,2019-08-09,26.0,91.0,0.0,4,0.0
14045,태양광,광주시,2019-08-09,26.1,92.0,0.0,5,0.000532
14046,태양광,광주시,2019-08-09,25.0,95.0,0.0,6,1.086026
14047,태양광,광주시,2019-08-09,25.8,96.0,0.1,7,6.84391
14048,태양광,광주시,2019-08-09,27.3,90.0,0.9,8,15.759963
14049,태양광,광주시,2019-08-09,28.9,80.0,1.0,9,14.149227
14050,태양광,광주시,2019-08-09,29.8,76.0,0.1,10,22.097206
14051,태양광,광주시,2019-08-09,30.6,68.0,0.5,11,23.041538
14052,태양광,광주시,2019-08-09,32.3,60.0,0.5,12,21.903794
14053,태양광,광주시,2019-08-09,31.9,64.0,0.4,13,22.800314
14054,태양광,광주시,2019-08-09,31.7,61.0,0.2,14,23.807483
14055,태양광,광주시,2019-08-09,32.6,58.0,0.9,15,17.626534
14056,태양광,광주시,2019-08-09,31.7,66.0,0.4,16,12.436783
14057,태양광,광주시,2019-08-09,31.7,63.0,0.1,17,8.03474
14058,태양광,광주시,2019-08-09,31.7,66.0,0.1,18,4.823588
14059,태양광,광주시,2019-08-09,30.5,65.0,0.0,19,1.629781
14060,태양광,광주시,2019-08-09,30.0,66.0,0.0,20,0.87964
14061,태양광,광주시,2019-08-09,29.8,75.0,0.0,21,0.41712
14062,태양광,광주시,2019-08-09,29.2,78.0,0.0,22,0.17616
14063,태양광,광주시,2019-08-09,28.8,82.0,0.0,23,0.17616
14064,태양광,광주시,2019-08-10,27.9,87.0,0.0,0,0.17712
14065,태양광,광주시,2019-08-10,27.8,80.0,0.0,1,0.17616
14066,태양광,광주시,2019-08-10,26.9,83.0,0.0,2,0.00552
14067,태양광,광주시,2019-08-10,27.4,82.0,0.0,3,0.0
14068,태양광,광주시,2019-08-10,26.5,86.0,0.0,4,0.0
14069,태양광,광주시,2019-08-10,26.2,91.0,0.0,5,0.00046
14070,태양광,광주시,2019-08-10,25.9,91.0,0.0,6,1.698295
14071,태양광,광주시,2019-08-10,26.8,87.0,0.3,7,6.13817
14072,태양광,광주시,2019-08-10,28.8,73.0,0.4,8,14.521306
14073,태양광,광주시,2019-08-10,30.5,58.0,1.0,9,17.851862
14074,태양광,광주시,2019-08-10,30.1,63.0,0.5,10,26.039228
14075,태양광,광주시,2019-08-10,31.4,61.0,0.4,11,25.427942
14076,태양광,광주시,2019-08-10,31.5,58.0,1.0,12,30.364558
14077,태양광,광주시,2019-08-10,32.9,54.0,1.0,13,28.701086
14078,태양광,광주시,2019-08-10,32.8,49.0,1.0,14,31.397249
14079,태양광,광주시,2019-08-10,33.4,49.0,1.0,15,27.079895
14080,태양광,광주시,2019-08-10,33.4,49.0,1.0,16,18.261841
